,Reviews
120,"Excellent food and bar. Slow service.

A friend and I stopped here during an evening of bar hopping in the CBD. We were seated promptly and given our menus, which are half-French, half-English. Not a big deal for anyone who can read French and/or has been living in Louisiana for a reasonable amount of time, but definitely something tourists should be wary of. I didn't have any alcohol because I was the designated driver, but I can say that their drink menu is extensive, and the bar was packed from the moment we arrived until the moment we left. 

This restaurant's biggest strength is it's food. I tasted their crab bisque, and had Poulet Grand-Mère as my entrée. Both were excellent. The latter arrived in a wide cast-iron bowl, which I'm sure has a more proper name, but was an interesting touch nonetheless.

The service was why I gave this restaurant 4/5 instead of 5/5. Most of the wait staff seemed to be interns from culinary school. The handful we dealt with were very friendly, but would do well to be a little more attentive. For example, the server who brought us our desserts ran off before we could ask for spoons to eat the dessert with. 

In summary, a good dining experience, but I think I would rather continue exploring new restaurants in the area before returning."
121,"Came here for Sunday brunch and walked away with a very full belly and a good buzz! 

Their brunch buffet includes tons of seafood, an omelet station, pasta bar, carving station, custom sushi rolls, fresh fruit, salads, and the usually breakfast foods you'd expect at a buffet. I almost forgot dessert...an entire side of the room is dedicated to a table full of desserts AND a chocolate fountain. The brunch price also include bottomless mimosas which were literally bottomless. Our server never let us empty our glasses and  the mimosas were very heavy on the champagne, so we all got a bit tipsy. At least the alcohol let us forget how much weight we gained during this meal.

As if the buffet spread wasn't enough, they also have an a la carte menu with small dishes. The choices included Belgian waffles, french toast, blintzes, Mahi, and a few other savory dishes.  You can order as many of these items as you want, as many times as you want. Our server was sure to remind us of this, she seemed to enjoy watching how gluttonous our table was! 

Unfortunately we were here during Tropical Storm Debby, so we didn't get to enjoy a beautiful view of the bay, Although, being here while the weather was so awful was very cozy with the fireplace and wood interior. Thanks to the weather it wasn't crowded either, so don't write this place off on account of bad weather. 

At $35 a person, the Sunday brunch seems pricey, but if you have no qualms about overeating and overdrinking, you'll definitely get your money's worth."
122,"We had a very nice brunch here. The food was consistently quite good and the service was pretty efficient and courteous. The omelets were sumptuous, the beverages fun (including a bloody mary bar.. we did have to ask for fresh bacon as it had run out). 

I did the budget breakfast which hit the spot with scrambled eggs, roaster taters, and a sweet muffin. The fish tacos were also good. Nice al fresco dining on the patio."
123,"I would eat anything they served me. I haven't even had the pancakes yet and I'm sold. The line out the front door and down the sidewalk should be an indication that this place is awesome. I just had basic hashbrowns eggs and bacon, but it was so fab and the service was great! I will definitely go back and sit down to eat. Parking is a little difficult around there, but that's to be expected."
124,"My son and I went in for burgers after a long day's drive returning him to Nashville for the upcoming semester. We were in need of immediate sustenance after a long fast. What we found was a busy place that actually knew how to operate with a full house. Our need were quickly satisfied with courteous and reasonably priced service. 

Since we were just two, we were quickly seated. We started off with a couple Highland stouts. It was a nice drink and at a reasonable price. Before our entree, we shared a large garden salad. It was fresh and flavorful. The dressing was a bit on the heavy side for a vinaigrette. 

For entrees, I had the Black and Blue burger with fries. The burger was just incredible. It was perfectly cooked. The blue cheese was not overpowering. The bun was soft and fresh. The side of regular fries were crisp and lightly salted. Even better, they went perfectly with the homemade ketchup. I'm not a fan of ketchup, but theirs is very nice since they seem to avoid adding too much sweetness. My son had a basic burger with sweet potato fries. I tried the sweet potato fries and think they might be some of the best I've ever eaten. The burger looked as good as mine and my son concurred. 

The burger was well made and consumed within minutes. No words were spoken as we ate. Always a good sign. We shall return."
125,"Great food and excellent service. Only knock I would give them was they brought out our entrees about 10 minutes after our apps came so we were still eating that, otherwise great experience"
126,"Use the yelp app to get on the waiting list, we went on a Saturday morning and it was very busy, but the waiting list was cut down significantly by using the app. The menu is expansive, a lot of options. The cinnamon French toast was very good. The traditional breakfast foods were on par with most breakfast joints, but the extras on the menu can keep you busy for many visits trying new things. The strawberry orange juice was excellent so I recommend trying it. It was a little hot in the restaurant, could have been cooled down a lot for a more comfortable experience. The service was very good. There were two places to pay at the counter which I thought was a nice way to speed up the leaving process."
127,"Cute place, nice servers and good food but dish sizes are waaaaay too small. I left unsatisfied. I don't like it when restaurants are cheap with portions, especially neighborly ones!"
128,"This is a great late brunch option during the weekends when the big morning rush dies down after 1 pm. Usually there is no wait or 5 minute wait at this time. One big complaint is that they don't have an organized system for seating guests. The servers don't always greet incoming patrons (which should be required Waffle House-style) and they sometimes tell you to seat yourself (which can lead to one or two people taking up tables for 4) or they'll seat you (whenever they get around to talking to you). 

I've ordered a several different dishes at this point and they have varies from ok to awesome. The chicken wings and onion rings are just ok. The wings are either lightly dredged in flour or not at and then fried whole. They aren't really seasoned so the wings are pretty bland. The ""onion rings"" made of formed, chopped onions that are breaded. The chicken fingers were a bit over battered and dry. The smashwich (or whatever it's called) was pretty good: your choice of breakfast meat with hash browns and eggs in a hoagie roll, but unspectacular. The club sandwich is classic diner fare that is very well executed. The egg and omelette platters are a very good deal and dang tasty. The best thing on the menu is definitely the waffle. It's gently sweet, very crispy and covered in butter. So good!

The service is generally pretty attentive (once you're seated), the restaurant and bathrooms are very clean, the food is a good, tasty value"
129,"I would give them 5 but I was disappointed by their reuben.  
For some reason, I have to order reuben if it is a new place and the place has a reuben on their menu. 
but the reuben's rye bread was disappointing considering that companion is all about the bread.  

However, my fiancee's sandwich(forgot the name) with chicken, bacon, avocado on french bread was amazing!

had their spice chicken soup with their corn bread.  It was great! the soup had tons of vegetables and chicken, just the right amount of heat and the corn bread is pretty big and delicious.  

their chi latte was not impressive.. do not get it. lol 

little pricey but, it's a great place to have a wonderful breakfast/lunch and the workers are nice and friendly. 

check this place out, let me know what you guys think."
130,"I would give it 5 stars but I when I look at my rating dispersion I realize I might be a little generous.  While all I had here was Oysters they were spectacular.

Ask for Kentrelle at the Oyster Bar and have him make you the ""firecracker.""  It will blow you doors off."
131,"When giving friends from out of town a tour of the French Quarter, one can only expect they want some classic New Orleans dishes. I've been here a couple of times, but they were the ones that wanted to go, due to their lunch special. It's a nice, well know restaurant that offers a 17.00 lunch special that includes a soup or salad, entree, and the option for a 4.00 Bloody Mary or martini. I got the Bloody Mary and it was a great size for the price. It was spicy and hit the spot.
They text message you when your table is ready, so were able to walk around the quarter while we waited. Thank god a lot of restaurants are getting rid of the those buzzers that make you feel like you are under house arrest. 
We sat down to a beautiful table right by the open shutters. The servers, were ok. They were busy, but forgot a couple of things we asked for. It was still a great experience though!
I got the pork chop with red beans and the turtle soup. The turtle soup was one of the best I have had. The pork chop was cooked to perfection and the read beans were seasoned very well. It came with cornbread, but it was very dry. After this lunch at noon, I didn't find myself hungry till it was basically time for bed. It was a very generous portion and well worth the money.

Muriel's is a great way to get a classic, good quality New Orleans meal at a decent price. The location is spectacular, and the history behind the restaurant made for great conversation at the table.
Definitely check it out if you are in the Quarter!"
132,"Delicious! 

I wish they took reservations, but my friend and her fiance go there nice and early so that we could snag a seat inside (it was cold out!). 

We ordered the bianco salad ( to share between 2) and the western addition (to share between 4).

I thought the salad was tasty but nothing special, despite the white chocolate shavings. Cute idea, but not enough crunch or pizazz to make the salad seem really fabulous.

The pizza, however, was pretty darn good. We ordered it deep dish to try their special cornmeal crust and were pretty impressed. 
The crust tastes a little bit like cornbread, a little bit like pizza dough, a tiny bit like grease (the good kind) and a lot like YUM!

I don't know if it was the best pizza I've ever had, but it was very good. It would be even better if it were a tad cheaper, and didn't get so crowded! But definitely worth a visit if you're in the area!"
133,"Very nice employes very resonable price. Excellent homemade salad dressing. Good food, an all around good italian resturant."
134,"I heard alot about Honey's and how the food is so good here. I chose today my birthday to be my first visit .I read earlier reviews about how crowded it gets and they were not lying but I didn't wait no more than 20 minutes. Now let's get down to the food it was delicious. I had french toast, home fries, sausage and for dessert a slice of Jewish apple cake and it was to die for! I will be back most definitely."
135,"Everything great about a jewish deli, southern comfort joint and a bit of mexican dive restaurant all mixed together. Brisket is good, but don't expect a tomato based sauce. Latke is not a normal round one, but super delicious. I also took the Jewish Apple Cake to go and despite being a little too brown on the bottom, it was delicious even 3 hours later on my flight back to LA."
136,"We tried this place for the first time last night. Being a Saturday night during March Madness the service was a bit slow. The complimentary chips took longer to get to the table than my husband's salad did. Thankfully they had one of the nearby televisions playing a kid's movie to keep my 3 year old happy. Back to the chips, they are home made and were fantastic. I went the safe route and ordered a burger with seasoned fries. It was wonderful. My husband ordered the blackened chicken and while it was good it was a little over seasoned making it a tad too spicy. My daughter had the kid's macaroni and cheese. It looked wonderful but she couldn't stop eating the chips, LoL. The seating inside was a bit weird. There is a table about 2ft from the door to the women's bathroom. Maybe I'm weird for thinking it's weird but I ended up waiting until I got home to go. They offer a 15% military discount which was great. 

Overall I'd definitely recommend this place. I would have given it 5 stars if the service had been a little better."
137,"I have been coming to Cd Roma's for over 10 years. I love this place! The old locations was a bit more home style feeling and cozy and the new spot has a more modern vibe to it. I applaud the change in style with the change in times. Too many places get stuck doing the same thing over and over again. I am glad to see that the food is still delicious. The Chicken Parm, Eggplant Parm, house salad and Alfredo are some of my favorites and they have great pizza. The alfredo sauce is made to order and taste amazing with their breadsticks. Some appetizer items leave something to be desired like the frozen cheesesticks or calimari. I would love to see these replaced with better quality items. Overall, I still love this place and would choose it over Olive Garden any day. I do miss the homey old school vibe from the old location but I also miss the good old days when people talked to each other, fragglerock ruled and hip hop was Wu Tang Clan. Oh well...."
138,"The Waffle House has consistent quality wherever you go. I'm not really fond of their business model with their yelling and very small dining area, but I get it. 
I still look forward to going for breakfast."
139,"Great place for lunch in NOLA. Love their fried chicken, and the red beans and rice is yummy too. It's a staple on our trips to town. Staff is friendly and attentitve and prices are great."
140,"My first experience did mot go well due to the heavy accents of the employees. I called ahead so my order would be ready for me to pick up and it was, it just was not what I ordered. They are nice people and corrected my order but instead of simply picking up my food I had to wait 20 minutes To get my original order. When all was said and done, the food was good.

I was nearby and decided to give them a second chance. This time I ordered a pizza steak and I was really impressed! I need to have a couple more before I can declare them my new favorite pizza steak. Plenty of mozzarella cheese and the roll is stuffed with meat and just enough sauce. It's looking like this place is a lot better than my first impression."
141,"Four stars for the beer, atmosphere and usually service. There is a reason this place is always packed! Half price beer during a generous happy hour, a huge deck that welcomes dogs, and delicious key lime pie.   Sadly, said deck allows smoking, and there is usually lots of it. I wish they at least had a nonsmoking side. 

If giving a review just based on the food, I would give it a two. The pretzels are ok, but the cheese dip is Velveeta nastiest. As a native Wisconsinite, I take offense at plastic cheese. Then, there's the pretzel bun sandwiches. I've sampled the chicken, brat and Italian sausage. It's pricey, considering it comes with potato chips (seriously guys?! Get a fryer!) and just ok. The buns were kind of soggy and the overall experience underwhelming, especially knowing the epic sandwiches for sale next door. I wish the Village pub would focus on what it's best that, serving beer, and let us bring Mitchell's sandwiches over."
142,Food and atmosphere is nice. As one should expect in the CBD. Sometimes the back room can be stuffy on a busy day. I recommend the raw oysters and burgers. A few dollars on the high side for lunch.
143,"The hot chicken is probably one of the best fried chickens I've ever eaten, and I'm from the South/NC and have had quite a bit of it. However, the price for the small portion size is really expensive. The drinks here are fantastic too."
144,"I finally made it to Farmhaus last Saturday, and it was worth the wait.  

As expected for a weekend, it was crowded.  We arrived about 15 minutes early and had to wait on the bench back by the bathrooms for a few minutes.  However, as I said, we were earlier than they anticipated, and they got us to the bar as soon as seats opened up.  They wisely gave us a copy of the menu to be prepared once we were seated, and we did indeed plan our entire meal in advance.  This was helpful, because we were actually seated about 20 minutes late, and I was about to eat the menu itself as I drooled over the descriptions!  

The smoked fish dip and escolar with prawns were fantastic- the standouts of the meal.  The mushroom salad and tapenade were also very good.  The meatloaf was good, but a little on the dry and bland side.  I wanted to get the nachos, but there were no other takers in my group....next time....

Service was good.  It was a bit shaky at times, but it was slammed the whole time we were there and that small space must be tough to work in.  

I would love to go back and check out their blue place special lunches...I have heard amazing reviews.  I think I will head back for dinner when there is outdoor seating, as I think that would add to the experience."
145,This restaurant was pretty good; i'll admit it! I went here in the late evening with my boyfriend to have a nice date! He insisted on us ordering a milkshake and i'm SO GLAD that he did. The milkshake was probably one of the best ones i've had in my lifetime. The food was pretty good and so was the service but something was a little off. I couldn't tell what it was but i just got a really strange vibe from the restaurant. Maybe i'm just being crazy!
146,"Dayum, that was a good burger. Juicy, glistening melting with cheese - simplistic yet tastes completely different from other burger joints due the quality of the ingredients. Bacon looks good in pictures, but it was a too thick of slice of puuuure white fat, if it would have melted in my mouth it would have worked but it didn't therefore just felt sinful, in a bad way. 

Unfortunately, this communal table trend has got to go. 
I hate it, it's a crap shoot on who your going to get to sit next to and basically listen to a complete strangers stupid conversations. Terrible idea."
147,"Looking for a delicious New Year's Day brunch was hard this year in New Orleans. We didn't want to wait in line and wanted instant gratification. Although we may have felt tired, my bf and I were appropriately dressed to go to Mr. B's. As soon as we walked in, I felt transported into a different world. Jazz music was playing and I felt at home. 

First of all, I could not have been more grateful for the fresh loaf of bread we were given. We devoured it in a matter of minutes. Then came the gumbo ya-ya. It was spicy and savory and everything I expected from a gumbo. Finally came the bbq shrimp. We had been warned that these shrimp did come with their heads and tails on. Bibs were placed around our necks and we were off. The shrimp were some of the most rich and delicious ones I have ever tasted. The sauce they were served with was divine. Although it was messy, there is no other dish on the menu I would have traded for this.

Overall, service was friendly and quick at Mr. B's. The food was delicious, although a little pricey. Definitely try the brunch if you are able to."
148,"Nice Steakhouse in St. Louis. We went here for a client dinner and was pleasantly surprised. You get a nice view of the arch on the way in to the restaurant as well. 

The Apps were OK. We ended up getting the Carmine's trio (crab cakes, scallops and toasted ravioli). Crab cakes were above average. The scallops were a little saccharine for my tastes but the ravioli was good; and let's face it...one doesn't come to St. Louis for the scallops. Thankfully the filet mignon was exceptional. It was the perfect size, not too salty and rare just like I had requested. 

This was partnered with an above average wine list to make a great night out."
149,"I've been here twice now and sampled a bunch of what they have to offer - I feel like what you order will really dictate how much you like this place.  i.e. they do some things great and other things just so-so.

The two things I will surely go back for more of is the Sausage and Pepper Pizza (capitalized - because I mean business) and some sort of puff pastry that has a white cream in the middle - I'm sure it has a name but it escapes me.  The pizza was perfectly flavored and the sausage/peppers had a nice kick to it.  Im sure it would make for great leftovers but unfortunately (fortunately?) for me it was gone well before it found the refrigerator.  The cream puff cream was just awesome - couldn't pin-point the flavor (vanilla?) but I would prefer it to top every dessert I get from this point forward.

I also got a bunch of the other sweets (salted brownie, blondie, red velvet crumb-cake) and a few bagels.  All were good, but not great.  Was pleasantly surprised by the wheat everything bagels - whole wheat bagels usually suck.

What I didn't really like was the pepperoni pizza.  It was pretty bland for my liking - in complete contrast to the sausage and pepper pizza - and the pepperoni was pretty sparse. I also didn't like being told 25 minutes, showing up in 25 minutes and then standing there for 25 minutes waiting for the pizza.  The small shop + no chairs = awkwardly standing there for almost a half hour.  

Since it's close to me and has so many tasty looking treats yet to try - I'll surely be back.  Hopefully I'll get more 'great' than 'so-so'."
150,"Went for Dinner at 6pm on a Friday and expect it to be packed, luckily for us, it wasn't. The staff is very friendly and the atmosphere is straight out of Magnolia Journal. The food was pretty dang good and drinks are too. The only reason I left off a star was the fact it took a little while to get our cocktails and our appetizer came at the same time as our food. But, they're new and I've been in hospitality before, so I get it!"
151,"We had an excellent lunch here. The food was great and the service was fantastic. Great Gumbo Ya Ya, great BBQ shrimp, delicious crab cakes. Everything we tried was good. I highly recommend this place."
152,"As a fan of the late night kabab, shwarma or gyro in nyc, I made a stop through Ali ba ba's on one occasion and ended up here again near the end of the trip as it hits the spot!  They are bigger in size of the ones I get in NYC and double the price ($6) but I can imagine the cost is a factor of limited demand (small lines) and pallets in NOLA for a gyro vs a po boy.  They only have rooster sauce for hot sauce which is a knock and they can be slow to serve but the gyros are better than the $5 slice next door or the $5+ lucky dogs on the corner."
153,"BBQ Chicken Sandwich only $5.75? Nice. Chicken was nicely grilled, your choice of topppings / sacues, pretty neat.


Grilled sourdough, wheat bun or white bun -- quite a few options to choose from, at a great price."
154,Sooooo good!!! I prefer to take out and I have never actually picked up myself so I have no idea besides what I am told on how the dining experience is... Basically very Bosnian /Bosnian people in the restaurant... But who doesn't like diversity? And that's all I was told also I heard its pretty clean! Cheers to this place for making awesome gyros!
155,"3.50 stars.  

Gabby's wasn't open.  I knew that.  Neither was Rotier's.  But my handy Yelp app had assured me that Fido's was open.  Imagine the disappointment when I realized there was a very real possibility that no burgers would happen on this trip down to the Deep South.  Would I really have to wait two more weeks when I would find solace in East Texas?   

""We can try Burger up,"" I mentioned.  

""Why don't you just call them?"" hissed the appropriately nicknamed Viper.  

True.  We didn't have to keep driving around aimlessly.  So I call Burger Up, and a very pleasant, sweet voice assures me they are indeed open.  

Viper: ""What was her name?  She sounded hot.""
  
Me: ""Paige.""

Viper: ""Yeah, she's definitely hot.  Have you ever met an unattractive Paige?""

Me: ""Good point.  At least we have that going for us.""

Paige was indeed attractive, but this review isn't about a photogenic individual who happens to work at Burger Up.  It's about what ended up being a visit to our fourth choice for burgers in Nashville.  

Burger Up follows a national trend towards upscale burgers.  My particular order consisted of a medium rare patty served with aged cheddar, Benton's bacon (very good), and ketchup served on an artisan bun.  Basically, it was a gussied up bacon cheeseburger, but it was a rather tasty one.  My major complaint is that I wish the actual meat itself exhibited more flavor.  Having said that, the burger was cooked properly and the flavors worked well together.  I ordered some wilted spinach on the side (mediocre) and truffle fries.  Let's talk about those truffle fries for a bit.  I know more people are apparently into the sweet potato fries here, but I think they are missing the boat.  Burger Up's truffle tries have pleasant aroma, taste great, and are the perfect texture for soaking up oil.  If you are on a diet, it is true you should skip these delightful fries.  But if that were the case, why are you at a burger joint in the first place?  Seriously, if you get nothing else out of my review, please do yourself a favor and order the truffle fries.  

Burger Up also boast an interesting beer menu with semi-obscure breweries from the Deep South included in the list.  I tried a pecan-infused amber from Mississippi - not bad.  I could imagine Burger Up could be a decent place to drink for a bit after eating.  

If I attended Vanderbilt, I would probably go here on a moderately frequent basis.  If you want a change from the dive bar hamburger, Burger Up is a decent change of pace."
156,Great spot to come to if your in Nashville. The have one the best drink deals you can find on thursdays and Saturday's and Sunday's. Food is okay.
157,"Got there mid-morning today, the early rush was over. Two tables were full, each with three people. The family in one of the tables had just walked in ahead of me, so they were being attended to first. Still, I was immediately welcomed, and in a couple of minutes a friendly lady brought the breakfast menu and asked if I wanted coffee. A cup appeared a few moments later, and was kept full throughout my visit. Radio playing golden oldies from the 70s, my kind of music. The ham omelet with home fries and toast arrive a few minutes later, worth waiting for. Done just right and kept me filled for hours. A friendly family restaurant where you feel welcome and appreciated, just north of Gulfport."
158,"we had a groupon and so we went - great lobsters (although they were out of a few sizes this evening) but they were delicious and our waitress Jessica was very attending and nice - made some good suggestions.

not fancy but good lobster."
159,"Great little upscale but not overpriced cafe. Lots of options, but needs a lox bagel sandwich. :) One of my preferred places to lunch with someone."
160,"Arrive between 7am-9am on a weekday and get their breakfast bargain! Two eggs, home fries or LATKE, toast or biscuit, and bottomless coffee all for FOUR DOLLARS!

The service was amazing and I got a delicious breakfast and experience for less than it costs to take the bus to and from work."
161,Always crowded but how can you blame them? Last time I went in here I met 2 famous people at the bar and had the best sushi of my life! oh yea and waited 2 hours....
162,"I love their eggs! Their eggs taste better than any other restaurant eggs I've ever had. We always get the hash. Dawn Patrol is always super generous with the food portioning...with the hash, that is. My brother got a burger to go, and all it was was a piece of meat between two buns. However, he said the burger was really good, but still, I feel that they could've melted some cheese on top of the patty. All of their pastries, bread and jellies are homemade - and really delicious!"
163,"Came late Friday night for a bite to eat. Much of the soup, hot takeaway were cleaned up. Settled for an individual pizza to share. Crust was too thick, but we could debate pies until the cows come home. Wandered the store while it was baking and found Scharffenberger chocolate! Pie may not be up to our standard but the chocolate hit the spot. At 8pm at night, the staff was exhausted"
164,"Nice, old school space with a long bar. It reminded me of some places I've been out west, which might be a little strange in the heart of Philadelphia. 

Not too loud at all - conversations were easy and a lot of the patrons were doing just that. There's a jukebox, so maybe it cranks up later in the evening. We were there pretty early. 

Great service from several people working behind the bar. 

Several beers on tap including a local CCCCC IPA, which was solid. Not many wines, though.

Small menu but very good food. The elote (corn) is quite good, as was the cucumber(?) salad. But the brat plate was the star. Wonderful brat, German potato salad, sauerkraut, pretzel and a hot salsa/relish. Best brat plate ever. Served on a cool wood board.

Prohibition is located in or near a somewhat dicey neighborhood, at least to this non-resident's eye. I may very well be wrong about that. We had to walk a trashy, pissy street past what seemed like skid row coming from the hotel on Race St. If it was later at night we might have chosen not to walk back."
165,"I've only been once, but I'm ready to return.

Since moving to Fletcher Place, I've been looking for a bar near by that's similar to my neighborhood favorite, J Clydes. I think I've found it.

The Dugout is a simple hole-in-the-wall place. They have a decent selection, Sun King for $4.50, happy hour appetizers, and my favorite part: HOT PEPPER CHEESE BALLS! No longer must I wait until my coveted Mug N' Bun trips for these fried morsels of tasty peppery goodness. Had a nice little piece form this joint, too. 

Really excited to return."
166,"Went here last Thursday and arrived early enough to take advantage of their $5 domestic pitchers during hh which includes mich golden light, my fave! It did take the server about 10-15 minutes to even notice we were there, but after that service was just fine. 

Started off with the wings which were delicious, although the bf was certain it was not actually a pound of wings which they claim on their menu.

I ordered the gyro and fries which were surprisingly really good! Gyro meat was tasty and the fries were awesome! Bf had the French onion soup and potato skins which he said were good as well.

We stayed for rock n roll bingo (which I guess is every Thursday, and free!) and we had a blast. They also have a pool table and darts in the back which we played while waiting for bingo to start.

We will definitely be back!"
167,"Mr. X has amazing flavor and overall a pretty friendly staff. The wait time for carry out is on average about 20 minutes, which is way better than a 45 minute wait at chain pizzerias. I get the hand-tossed crust comparable to traditional NY style pizza, and has excellent flavor and texture!"
168,"As a double date with a good long lost friend for a relaxing evening dinner, we were surprised in early august to not get reservations until 8. 
So we arrived an hour early and had drinks in the lobby while the piano man played beautifully. The bartender was a bit slow at first but kept us well tended. 
Our table in the corner against the glass was ready early and we enjoyed watching the rays chase fish around the bay as the sun set.  
I started with the tasty crab and corn chowder but was a bit disappointed with al dente potatoes in the bowl. 
Wife ordered the scallops which were superb as was my crab stuffed grouper. But my rice was also inadequately cooked. 
Creve brûlée was excellent as was Tim's attentive service. 
Worth going again, but they need to get all the parts of the dishes correct to get 5 stars."
169,"This place is the epitome of a great hole in the wall find.  From  the  70s vintage floral upholstery  to the back entrance off the alley, it undersells it self and sets you up for a great surprise.  The food is good -- not fancy, not at all pretentious - but good. 

A group from work made the trek on the coldest day of the year and we were rewarded for our efforts -- the chicken hot pot was the best example this dish I have ever had.  The seafood dish with shrimp, scallops and squid was very generous for the price of about $10. The beef in black bean sauce was nice and spicy.  

I will certainly return, but only with adventurous companions."
170,Quack & Cheese is where it is at! We were there for the lunch menu. The duck fries are so delicious. It was my first time there & I ordered the portabello burger. They didn't have the right mushrooms & asked if a substitute was ok. I said sure. But I couldn't eat it. I asked for some kind of sauce & instead they let me order something else. That was so nice. I don't usually complain about anything. I felt like they really catered to our whole party. I would definitely love to come back for a date night.
171,"Awesome place. Great beer selection, music and friendly service. Check it out!"
172,"The atmosphere was nice and small. Very busy for brunch, expect at least a 30-45 minute wait. I recommend the spinach, caramelized onion and goat cheese omelet, but request a little less goat cheese. (this one was way too much, would have been better with 1/2 the amount).  Oh and the fruit was served perfectly ripe. Cash only."
173,Their mojo chicken sandwich is the best! It's an intimate restaurant with a hint of carribean and spanish flair. It has a laid back atmosphere and great service. The food is affordable and the staff are super friendly.
174,"Ask for Phil...I have read some reviews that have called him a bit of a Chatty Kathy and it's true. However, the service he provides is stellar. His reccomendations are good...I enjoy the octopusm but last time it was a bit overdone. You can eat here cheaply if you want just a little something. I tend to spend about a hundred bucks for 2 people, but have a bottle of wine and desert, not to mention numerous tapas. Try it, you'll like it.

I gave 4 stars because it has no private space for parties. That is a big negative"
175,We went a few months ago and had an appetizer platter which had cheese and honey. It was very good. Prices are somewhat reasonable and the atmosphere is good
176,"Really enjoyed the meal here. I had the General Tsao chicken and it was delicious. My wife loved her Curry Chicken as well. The portions were reasonable as was the price. The customer service was all very good. We ate there and they brought the food to our table. There is not a lot of seating, but there is some for eating in. I am sure that we will be back again."
177,"This place is a very nice sit down or take out place. I tried the famous hot dog and it was delicious, the beans gave it just the right texture. I also had the Tortta de pollo. It was very good. And my sister got the veggie tacos and they were also delicious. The customer service was great, friendly and accommodating. I will be back"
178,Sweet potato pancakes are a must! Very fluffy and delicious syrup. Staff was quick and friendly
179,"Sorry they've closed the restaurant as of 2/18/18. I always loved their dumplings, Peking duck, and other specialties."
180,"Was passing by this evening and decided to stop to place a to-do order. Walked in 15 minutes to closing time and the girl that places the order was busy cleaning. She immediately stopped, ran up with a smile, and took my order. Within 10 minutes the food was boxes up, and I was out the door. I couldn't be more pleased with the service. 
As are as the food goes, everything was outstanding! Even though I had to drive home to eat first, my food was still hot. I got The Original Grilled Cheese Sandwich with a side of Tomato Basil Soup & Mac N Cheese. The sandwich was perfectly grilled, the bread was buttery, and the combination of cheeses were exceptional. The Tomato Soup is a must! It is creamy, and very filling. It pairs perfectly with the grilled cheese and I don't think I could skip out on it. The Mac N Cheese was good but I think it could have been cheesier than it was. The bacon on top was great though, and I could really taste the smokiness in it.
The price is good for the quality of food you are getting. I could only eat half of my meal, since it is all very rich and heavy. That just means, the leftovers will make a great lunch tomorrow as well!"
181,"I went the first Friday that they were open with my husband, my mom, and a friend. There were some high highs and a few lows. 

For the table, we started with 4 of the small plates for $16-- the hummus, the hot potatoes, the olives, and the pickles. The hummus was incredible and a really large portion. The hot potatoes had great flavor but were served in a tiny bowl-- each of us was able to only have one small bite. The olives were served warm and were quite tasty. The pickles were a-okay, but I probably would not reorder these. 

For our mains, my mom and I split the trout, my husband had the roast beef sandwich, and our friend had the burger. The trout, in my opinion, was overly charred and lacked seasoning. Also, it was a whole trout, which, to be fair, is stated on the menu, but I do wish that the server or waitress would have explained a better way to debone the fish or offer to do it for us. We ended up with a weird pile of fish after we butchered it. The highlight of the trout was the potato gnocchi salad served on the side. OMG it was INCREDIBLE. I would order the subpar trout again in order to get this gnocchi side. 

My husband did not like his roast beef sandwich. I think he was expecting more of a French Dip, and this was more of a cold cut sandwich. The tomato on it was mealy, and he found the onion jam to be a bit too sweet. After a few bites, he gave up and focused on his side of kale slaw, which was very tasty. (The manager did take this off the bill).

The friend had rave reviews on his burger and fries so those are a big thumbs up. 

The manager came around to check on our meal, and we gave him his honest feedback. He seemed appreciative and brought out two desserts-- the brown sugar panna cotta and the peanut butter banana whoopie pies-- on the house. These desserts were definitely highlights so I would recommend saving room for the sweets at the end.

Service overall was fine for the first week. Some low points were that my drink (the Outsider) took 45 minutes to get to me and tasted strongly of lemon. Our waitress also took away our apps before they were finished-- this is a huge pet peeve of mine, especially because the olives, pickles, and hummus could have been used to jazz up the flavor of the trout. 

Overall, I'll definitely be back and look forward to them working out their opening week kinks."
182,"We ate here several times mainly because of the excellent Shrimp Ju-Ju appetizer.  In fact, our second night we had 2 orders of the shrimp.  We are grateful to our server, Colin, for recommending them our first night.   As I'm writing this review, I can still picture the shrimp and even better, I can still taste it.    There are a few dishes I dream about and this is one of them.      We also tried the fried calamari; it was good.    I'm from the north where we like marinara sauce with calamari.   In the south it seems to be served with sweeter soy or  sweet chili based sauces which I'm still getting used to.    Our entrees were very good: po-boy and fish of the day.     It's a nice place ambiance wise in a very good location.      I will give a shout-out to Colin for recommending the Shrimp Ju-Ju."
183,"We stayed at the Sheraton and they recommend this place. It was really great. I had the sampler and it was amazing, especially the crawfish ettouffe ! My husband had the shrimp and grits and he loved it. The staff was very friendly, I will definitely come again."
184,"I'm always amazed when sour-pusses write bad reviews of wonderful restaurants. 

If you like delicious food and really, really nice people, you will LOVE this place. 

If you are grumpy and always find a reason to hate everything, you'll probably feel the same about this place as you do about the rest of your life."
185,Pretty good place it only gets 4 stars because I like the one in carrollwood better that is the best one. But living over in south Tampa now I don't go to carrollwood anymore so this place will do. I like brick oven pizza and they make a better brick oven than grammandis .
